mol_id,smiles,source_db,molecular_target,mechanism_class,best_ref_name,best_ref_id,adc_approved_ref,bystander_ref,ensemble_tanimoto,scaffold_match,scaffold_score,pharmacophore_score,composite_score,priority_tier,matched_pharmacophores,top5_refs,top5_scores,processed_at,valid_smiles,cytotox_hepg2,cytotox_hskmc,cytotox_imr90,cancer_potency_nci60,Protox_Class,Predicted LD50 (mg/kg)
CHEMBL1097420,COC(=O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)c1cc2ccccc2[nH]1)C[C@H]3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.562,FALSE,0,0.2857,0.3381,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Adozelesin,0.562; 0.480; 0.450; 0.439; 0.434,12:01.5,TRUE,0.121838575,0.31291246,0.100625755,0.494438972,,
CHEMBL571111,COC(=O)c1ccc2c3c(cc([N+](=O)[O-])c2c1)N(C(=O)c1cc2cc(OCCN(C)C)ccc2[nH]1)CC3CCl,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5156,FALSE,0,0.2857,0.3149,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.516; 0.399; 0.385; 0.380; 0.378,11:21.0,TRUE,0.265609773,0.36504426,0.387652035,0.905547598,,
CHEMBL4584959,CCNC(=O)CCCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6661,FALSE,0,0.1429,0.3616,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; KW-2189; Sibiromycin,0.666; 0.433; 0.331; 0.331; 0.328,11:21.0,TRUE,0.019001186,0.000535446,0.040013127,0.498683391,,
CHEMBL508849,COc1cc2c(cc1OCCCN1CCN(CCN3C(=O)c4cccc5cccc(c45)C3=O)CC1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6135,FALSE,0,0.1429,0.3353,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.614; 0.396; 0.372; 0.348; 0.343,27:11.7,TRUE,0.179623946,0.03610954,0.100201239,0.998403454,,
CHEMBL157352,Cc1c[nH]c2c1C13CC1CN(C(=O)c1ccc(NC(=O)c4ccccc4)cc1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.7371,FALSE,0,0.1429,0.3971,3,Tubulin (?ý) - Vinca/Auristatin; Kinesin Eg5 (KSP),Adozelesin; CC-1065; Duocarmycin SA; Duocarmycin A; Vindesine,0.737; 0.591; 0.567; 0.470; 0.375,09:56.1,TRUE,0.287833643,0.094169688,0.530282784,0.885954179,,
CHEMBL294101,O=C1C=C2N(C(=O)c3cc4ccccc4[nH]3)C[C@H]3C[C@@]23c2ccccc21,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6434,FALSE,0,0.2143,0.3646,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.643; 0.625; 0.539; 0.526; 0.390,09:56.1,TRUE,0.189299431,0.055076718,0.240946632,0.459136872,,
CHEMBL174857,CCCCCOc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)cc1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5958,FALSE,0,0.2143,0.3408,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.596; 0.541; 0.529; 0.494; 0.434,12:01.5,TRUE,0.1811772,0.31113585,0.282088949,0.95801121,,
ZINC81177561,CCC[C@H]1[C@H](C)CCCN1C(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4852,FALSE,0,0.4286,0.3283,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; KW-2189; Duocarmycin SA; CC-1065; Vindesine,0.485; 0.485; 0.479; 0.432; 0.373,33:14.6,TRUE,0.116196489,0.03145943,0.093665002,0.907584047,,
CHEMBL1870071,CCOC(=O)C1CCCN(C(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2)C1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4906,FALSE,0,0.3571,0.3167,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.491; 0.485; 0.472; 0.416; 0.391,13:24.7,TRUE,0.037263078,0.002000479,0.087756265,0.294501498,,
CHEMBL1978916,C=C1CN(C(=O)c2cc3cc(OC)c(OC)c(OC)c3[nH]2)c2cc([N+](=O)[O-])ccc21,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5131,FALSE,0,0.2857,0.3137,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin,0.513; 0.501; 0.500; 0.420; 0.367,14:47.9,TRUE,0.282732913,0.162422878,0.192769568,0.111528459,,
CHEMBL1165127,CCc1ccc(C2=CN3C(=O)c4cc(OC)c(OC)cc4N=C[C@@H]3C2)cc1,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7027,FALSE,0,0.1429,0.3799,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin A,0.703; 0.427; 0.391; 0.390; 0.339,37:11.2,TRUE,0.120381192,0.065273019,0.119118401,0.991264349,,
CHEMBL36015,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,1,TRUE,1,0.3571,0.8714,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,1.000; 0.543; 0.517; 0.481; 0.455,20:02.9,TRUE,0.120860657,0.173696283,0.170519351,0.567900636,,
CHEMBL177461,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OCc4ccc(OC)cc4)cc1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6234,FALSE,0,0.2143,0.3545,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.623; 0.549; 0.542; 0.516; 0.436,11:21.0,TRUE,0.241134651,0.293782943,0.312018085,0.937428913,,
CHEMBL70760,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4ccccc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.827,TRUE,1,0.2857,0.7706,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.827; 0.688; 0.598; 0.591; 0.444,41:04.0,TRUE,0.142807995,0.230464323,0.17430396,0.566616025,,
CHEMBL540969,COC(=O)c1cc2c([nH]1)[C@@]13C[C@@H]1CN(C(=O)OC(C)(C)C)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.613,FALSE,0,0.2143,0.3493,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; Vincristine,0.613; 0.507; 0.505; 0.494; 0.402,13:24.7,TRUE,0.063793193,0.053836833,0.111983114,0.351908559,,
CHEMBL346502,COc1c(O)ccc2cc(C(=O)N3CC4CC45C3=CC(=O)c3[nH]cc(C)c35)[nH]c12,ChEMBL,DNA (minor groove),Duocarmycin,CC-1065,27,No,High,0.7655,FALSE,0,0.2143,0.4256,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),CC-1065; Duocarmycin SA; Adozelesin; Duocarmycin A; KW-2189,0.766; 0.743; 0.706; 0.622; 0.466,37:11.2,TRUE,0.310868366,0.200295115,0.491134247,0.913682754,,
CHEMBL535140,CCN(CC)c1cc(/C=C/C(=O)N2C[C@@H](CBr)C3C2=CC(OC(=O)N2CCN(C)CC2)c2[nH]c(C)c(C(=O)OC)c23)ccc1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5611,FALSE,0,0.2143,0.3234,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - Calicheamicin/Enediyne,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Vincristine,0.561; 0.464; 0.438; 0.427; 0.425,14:47.9,TRUE,0.109987753,0.075442623,0.258725414,0.467121472,,
ZINC05428243,CCOC(=O)[C@H]1CCCN(C(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2)C1,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4906,FALSE,0,0.3571,0.3167,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.491; 0.485; 0.472; 0.416; 0.391,23:49.3,TRUE,0.035721046,0.003025619,0.064845505,0.388054437,,
