mol_id,smiles,source_db,molecular_target,mechanism_class,best_ref_name,best_ref_id,adc_approved_ref,bystander_ref,ensemble_tanimoto,scaffold_match,scaffold_score,pharmacophore_score,composite_score,priority_tier,matched_pharmacophores,top5_refs,top5_scores,processed_at,valid_smiles,cytotox_hepg2,cytotox_hskmc,cytotox_imr90,cancer_potency_nci60,Protox_Class,Predicted LD50 (mg/kg)
CHEMBL342861,COc1cc2c(cc1OCCCOc1cc3c(cc1OC)C(=O)N1CCC[C@H]1C(=O)N3)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6414,FALSE,0,0.1429,0.3493,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Sibiromycin; Anthramycin,0.641; 0.474; 0.363; 0.362; 0.361,37:11.2,TRUE,0.119103685,0.030864145,0.060096891,0.996026748,,
CHEMBL185048,COc1cc2c(cc1OCCNC(=O)c1cccc3c(O)c4ccccc4nc13)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.559,FALSE,0,0.1429,0.3081,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Belotecan; Vincristine; Vindesine,0.559; 0.417; 0.371; 0.362; 0.358,09:14.5,TRUE,0.125942543,0.067449436,0.086330866,0.996762758,,
CHEMBL118980,COc1cc2c(cc1OCc1ccccc1)N=C[C@@H]1C/C(=C\C(=O)NCCN3C(=O)c4cccc5cccc(c45)C3=O)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.562,FALSE,0,0.1429,0.3096,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin A; Duocarmycin SA,0.562; 0.447; 0.371; 0.364; 0.362,11:21.0,TRUE,0.108241955,0.030658843,0.071399199,0.548801192,,
CHEMBL2010528,COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NCCN)c3ccccc43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6064,FALSE,0,0.2857,0.3603,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.606; 0.503; 0.497; 0.446; 0.411,14:47.9,TRUE,0.389240858,0.352253395,0.535524289,0.993613616,,
CHEMBL284582,COc1cc2cc(C(=O)N3CC(CCl)c4ccc([N+](=O)[O-])cc43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5773,FALSE,0,0.2857,0.3458,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin,0.577; 0.509; 0.498; 0.428; 0.377,09:56.1,TRUE,0.291057184,0.1621748,0.314793867,0.189491994,,
CHEMBL320010,COc1cc2cc(C(=O)N3C[C@@H](CCl)c4c3cc(O)c3[nH]c(C)c(CN(C)C)c43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6797,FALSE,0,0.2857,0.397,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.680; 0.510; 0.496; 0.472; 0.416,10:39.5,TRUE,0.170500675,0.232941479,0.219371537,0.925753444,,
CHEMBL569395,CN(C)CCOc1ccc2[nH]c(C(=O)N3CC(CCl)c4c3cc(O)c3ncccc43)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.527,FALSE,0,0.2143,0.3064,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; CC-1065; Adozelesin; Duocarmycin SA; Duocarmycin A,0.527; 0.421; 0.405; 0.401; 0.395,14:47.9,TRUE,0.2661702,0.252413641,0.469818187,0.988911712,,
CHEMBL20070,COC(=O)[C@]1(C)Nc2c(O)cc3c(c2C1=O)[C@H](CBr)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6379,FALSE,0,0.3571,0.3904,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.638; 0.617; 0.556; 0.497; 0.453,12:01.5,TRUE,0.175727741,0.384774251,0.182804041,0.259455185,,
CHEMBL76491,COc1ccc2c(c1)[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7929,FALSE,0,0.2857,0.4536,2,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.793; 0.694; 0.603; 0.575; 0.522,10:39.5,TRUE,0.259736991,0.157232437,0.343864545,0.980813396,,
CHEMBL1240647,COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)ccc1OCCCOc1cc2c(cc1OC)C(=O)N1CCC[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.633,FALSE,0,0.2143,0.3594,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; HSP90,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin SA; Duocarmycin A,0.633; 0.414; 0.374; 0.360; 0.359,10:39.5,TRUE,0.108938744,0.019793225,0.083395013,0.990645635,,
CHEMBL1164963,COc1cc2c(cc1OC)C(=O)N1C=C(c3cccc(C#N)c3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6608,FALSE,0,0.1429,0.359,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.661; 0.410; 0.390; 0.383; 0.332,12:43.2,TRUE,0.115760315,0.057087142,0.084592242,0.9860695,,
CHEMBL1929561,COc1cc2c(cc1OCCCCN1C(=O)c3cccc4cccc1c34)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6325,FALSE,0,0.1429,0.3448,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; PNU-159682,0.633; 0.405; 0.365; 0.340; 0.337,09:14.5,TRUE,0.211871279,0.095822538,0.090486105,0.992931449,,
CHEMBL3133133,COc1cc2c(cc1OCCCCN1CCN(C(=O)c3nc(-c4ccccc4)n4ccccc34)CC1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5447,FALSE,0,0.1429,0.3009,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); KW-2189; Vincristine; Vinblastine; Vindesine,0.545; 0.389; 0.374; 0.370; 0.369,12:43.2,TRUE,0.101524992,0.065572264,0.077381645,0.972165334,,
CHEMBL3765351,COc1cc2c(cc1OCCCCNC(=O)c1cc(OC)c(OC)c(OC)c1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6577,FALSE,0,0.2143,0.3717,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; HSP90,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin SA; Duocarmycin A,0.658; 0.422; 0.351; 0.341; 0.339,12:43.2,TRUE,0.093180878,0.009520443,0.086526681,0.99314262,,
CHEMBL204909,COc1cc2c(cc1OCCCCNC(=O)c1cc3ccccc3[nH]1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5749,FALSE,0,0.2143,0.3303,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin,Tesirine payload (SG3199); KW-2189; Tomaymycin; Duocarmycin SA; Duocarmycin A,0.575; 0.405; 0.399; 0.393; 0.391,14:47.9,TRUE,0.087322812,0.025708505,0.086805318,0.964429876,,
CHEMBL1929560,COc1cc2c(cc1OCCCN1C(=O)c3cccc4cccc1c34)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6274,FALSE,0,0.1429,0.3423,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; PNU-159682,0.627; 0.405; 0.365; 0.340; 0.337,14:06.1,TRUE,0.203812325,0.081164023,0.084387889,0.992907646,,
CHEMBL1084178,COc1cc2c(cc1OCCCN1CCN(C(=O)c3ccccc3NCc3ccncc3)CC1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5743,FALSE,0,0.1429,0.3157,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.574; 0.407; 0.368; 0.345; 0.340,12:01.5,TRUE,0.057003384,0.007441325,0.090157243,0.998663482,,
CHEMBL1929568,COc1cc2c(cc1OCCCN1c3cccc4cccc(c34)S1(=O)=O)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5585,FALSE,0,0.2143,0.3221,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.559; 0.365; 0.340; 0.328; 0.321,14:06.1,TRUE,0.095520957,0.050728514,0.067459013,0.991118535,,
CHEMBL35853,COc1cc2cc(C(=O)N3CC(CCl)c4ccc(N(C)C)cc43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6145,FALSE,0,0.2857,0.3644,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.614; 0.529; 0.511; 0.438; 0.389,14:06.1,TRUE,0.25219584,0.186188067,0.372504059,0.768261001,,
CHEMBL36799,COc1cc2cc(C(=O)N3CC(CCl)c4ccc(N)cc43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6024,FALSE,0,0.2857,0.3583,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin,0.602; 0.533; 0.520; 0.449; 0.395,13:24.7,TRUE,0.247278112,0.171082289,0.553250854,0.792912993,,
ZINC05538895,COc1cc2cc(C(=O)N3C[C@@H](COS(C)(=O)=O)c4ccc(O)cc43)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.563,FALSE,0,0.3571,0.3529,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.563; 0.515; 0.503; 0.449; 0.383,11:46.5,TRUE,0.086089774,0.031698141,0.06266558,0.366842193,,
CHEMBL80827,COc1ccc2c(c1)[C@@]13C[C@@H]1CN(C(=O)OC(C)(C)C)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5223,FALSE,0,0.2143,0.304,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; Vincristine,0.522; 0.460; 0.454; 0.438; 0.360,14:47.9,TRUE,0.117736613,0.021466081,0.163694249,0.672101407,,
ZINC81177559,CCC[C@@H]1[C@H](C)CCCN1C(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4852,FALSE,0,0.4286,0.3283,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; KW-2189; Duocarmycin SA; CC-1065; Vindesine,0.485; 0.485; 0.479; 0.432; 0.373,33:14.6,TRUE,0.128574854,0.019319717,0.099756952,0.905078465,,
CHEMBL1701334,CCOC(=O)C1CCN(C(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2)CC1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4881,FALSE,0,0.3571,0.3155,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.488; 0.477; 0.465; 0.409; 0.383,10:39.5,TRUE,0.041959414,0.001716805,0.085340958,0.053777359,,
CHEMBL1194074,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)nc1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.7642,FALSE,0,0.2857,0.4392,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; Vincristine; Duocarmycin SA; Vinblastine; Vindesine,0.764; 0.439; 0.432; 0.427; 0.425,11:21.0,TRUE,0.099517277,0.143550716,0.099677335,0.848263934,,
CHEMBL1098874,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc(F)ccc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7949,TRUE,1,0.2857,0.7546,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.795; 0.653; 0.587; 0.573; 0.441,09:14.5,TRUE,0.154925701,0.260107081,0.203170738,0.813005127,,
CHEMBL1097481,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(O)cc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8668,TRUE,1,0.2857,0.7905,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.867; 0.651; 0.636; 0.628; 0.477,11:21.0,TRUE,0.147662984,0.158427485,0.19083281,0.889380816,,
CHEMBL1099155,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc([N+](=O)[O-])ccc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7569,TRUE,1,0.2857,0.7356,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.757; 0.642; 0.575; 0.552; 0.423,13:24.7,TRUE,0.185148908,0.239076833,0.171025809,0.56602914,,
ZINC70006045,COc1cc(OC)c2cc(C(=O)N3CCC[C@H](Cc4ccc(C)cc4)C3)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5002,FALSE,0,0.3571,0.3215,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin,0.500; 0.488; 0.481; 0.451; 0.375,46:06.6,TRUE,0.213417222,0.075459027,0.131035073,0.576466622,,
ZINC91103398,COc1cc(OC)c2cc(C(=O)N3CCc4cc(C)ccc43)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5297,FALSE,0,0.3571,0.3363,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,KW-2189; CC-1065; Duocarmycin SA; Duocarmycin A; Vincristine,0.530; 0.485; 0.476; 0.462; 0.383,10:56.3,TRUE,0.246676888,0.106352215,0.175449805,0.165010653,,
CHEMBL4465328,COc1cc2c(cc1OCCCC(=O)Nc1ccc3occc3c1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5857,FALSE,0,0.1429,0.3214,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Adozelesin; KW-2189; Vincristine,0.586; 0.398; 0.356; 0.348; 0.337,14:47.9,TRUE,0.102456864,0.025624697,0.070163563,0.992607605,,
CHEMBL446531,COc1cc2c(cc1OCCCN1CCN(CCCOc3cc4c(cc3OC)C(=O)N3CC(F)(F)C[C@H]3C=N4)CC1)N=C[C@@H]1CC(F)(F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6305,FALSE,0,0.1429,0.3438,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.631; 0.400; 0.366; 0.348; 0.341,14:47.9,TRUE,0.149739344,0.119381293,0.152509416,0.998664427,,
CHEMBL509888,COc1cc2c(cc1OCCCCN1CCN(CCCCOc3cc4c(cc3OC)C(=O)N3CC(F)C[C@H]3C=N4)CC1)N=C[C@@H]1CC(F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6561,FALSE,0,0.1429,0.3566,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.656; 0.404; 0.365; 0.332; 0.327,13:24.7,TRUE,0.128899474,0.066465715,0.133947134,0.999049297,,
CHEMBL450309,COc1cc2c(cc1OCCCN1CCN(CCCOc3cc4c(cc3OC)C(=O)N3CC(F)C[C@H]3C=N4)CC1)N=C[C@@H]1CC(F)CN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.646,FALSE,0,0.1429,0.3516,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.646; 0.404; 0.366; 0.332; 0.327,09:14.5,TRUE,0.118058347,0.048622247,0.132939634,0.999244311,,
CHEMBL100182,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)NCCN(C)C)c35)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7489,TRUE,1,0.2857,0.7316,1,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.749; 0.638; 0.637; 0.597; 0.550,12:01.5,TRUE,0.145157535,0.050493448,0.386689204,0.996860275,,
CHEMBL495559,C[C@H]1[C@@H]2CN(C(=O)c3cc4cc(OCCN(C)C)ccc4[nH]3)C3=CC(=O)c4ccccc4[C@@]312,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5564,FALSE,0,0.2143,0.3211,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; Duocarmycin A; CC-1065; KW-2189,0.556; 0.535; 0.510; 0.504; 0.445,14:47.9,TRUE,0.25017626,0.212026784,0.477868742,0.954077092,,
ZINC79210993,C#CC[C@H](OC(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1)C1CC1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4291,FALSE,0,0.4286,0.3002,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - Calicheamicin/Enediyne; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; BNC105,0.429; 0.401; 0.395; 0.345; 0.338,29:15.1,TRUE,0.400652238,0.025568981,0.289287435,0.826344584,,
ZINC81177564,CCC[C@@H]1[C@@H](C)CCCN1C(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4852,FALSE,0,0.4286,0.3283,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; KW-2189; Duocarmycin SA; CC-1065; Vindesine,0.485; 0.485; 0.479; 0.432; 0.373,33:14.6,TRUE,0.100487518,0.013525882,0.09778678,0.894724199,,
ZINC27154342,CC[C@H]1CCCN(C(=O)c2cc3c(OC)cc(OC)c(OC)c3[nH]2)C1,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4936,FALSE,0,0.3571,0.3183,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.494; 0.490; 0.486; 0.439; 0.377,49:06.3,TRUE,0.045842904,0.005586041,0.083291494,0.642393754,,
CHEMBL32759,COC(=O)c1c(C(F)(F)F)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8344,TRUE,1,0.3571,0.7886,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.834; 0.681; 0.639; 0.603; 0.556,09:14.5,TRUE,0.284574636,0.47962967,0.469043839,0.983410671,,
CHEMBL165190,COC(=O)c1c(C)[nH]c2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.7618,FALSE,0,0.3571,0.4523,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.762; 0.560; 0.529; 0.486; 0.423,14:47.9,TRUE,0.172453551,0.284023952,0.164907815,0.688371263,,
CHEMBL69063,COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7915,FALSE,0,0.2857,0.4529,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; Adozelesin,0.791; 0.622; 0.556; 0.550; 0.514,10:39.5,TRUE,0.229930333,0.177221024,0.389083235,0.295998607,,
ZINC96347223,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)n3ccc4cc(OC)c(OC)c(OC)c43)C[C@H]3C[C@]123,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.784,FALSE,0,0.2857,0.4491,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.784; 0.584; 0.574; 0.546; 0.459,57:17.5,TRUE,0.157193674,0.099788088,0.198543199,0.893568477,,
CHEMBL2419106,COCCOc1c(OC)cc2cc(C(=O)N3C[C@@H](CCl)c4c3cc(O)c3[nH]c(C(=O)OC)cc43)[nH]c2c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6503,FALSE,0,0.3571,0.3966,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.650; 0.548; 0.503; 0.476; 0.423,14:06.1,TRUE,0.133427316,0.277991249,0.1210602,0.644639982,,
ZINC40150277,COc1cc(OC)c2cc(C(=O)N3CCC(CN4C(=O)c5ccccc5C4=O)CC3)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5038,FALSE,0,0.4286,0.3376,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90; PARP1/2,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.504; 0.501; 0.489; 0.454; 0.389,07:37.7,TRUE,0.178802829,0.044909723,0.116332407,0.25609295,,
ZINC32940378,COc1cc(OC)c2cc(C(=O)N3c4ccccc4C[C@H]3C)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5044,FALSE,0,0.4286,0.3379,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.504; 0.469; 0.460; 0.435; 0.375,28:10.7,TRUE,0.164167114,0.082919979,0.113193173,0.146482052,,
