mol_id,smiles,source_db,molecular_target,mechanism_class,best_ref_name,best_ref_id,adc_approved_ref,bystander_ref,ensemble_tanimoto,scaffold_match,scaffold_score,pharmacophore_score,composite_score,priority_tier,matched_pharmacophores,top5_refs,top5_scores,processed_at,valid_smiles,cytotox_hepg2,cytotox_hskmc,cytotox_imr90,cancer_potency_nci60,Protox_Class,Predicted LD50 (mg/kg)
CHEMBL563734,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C1CCCCC1,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.8304,FALSE,0,0.1429,0.4438,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; Belotecan; SN-38; 10-Hydroxycamptothecin; Topotecan,0.830; 0.813; 0.806; 0.778; 0.742,10:39.5,TRUE,0.518692335,0.342802425,0.340610022,0.999650341,,
CHEMBL1179992,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCNCC(C)C)OCCO3,ChEMBL,Topoisomerase I,Camptothecin,Belotecan,17,No,High,0.8194,FALSE,0,0.1429,0.4383,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Belotecan; SN-38; Camptothecin; Topotecan; 10-Hydroxycamptothecin,0.819; 0.761; 0.709; 0.708; 0.704,14:06.1,TRUE,0.544802336,0.164021524,0.439242868,0.99967995,,
CHEMBL1182898,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(Cl)ccc1c2C[n+]1ccccc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6614,FALSE,0,0.1429,0.3593,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; Belotecan; 10-Hydroxycamptothecin; Exatecan,0.661; 0.657; 0.651; 0.630; 0.620,14:47.9,TRUE,0.518955873,0.19685876,0.406144114,0.995807555,,
CHEMBL1171233,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C(F)(F)F,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.7105,FALSE,0,0.1429,0.3838,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; SN-38; Belotecan; 10-Hydroxycamptothecin; Topotecan,0.711; 0.690; 0.689; 0.667; 0.640,12:01.5,TRUE,0.504226655,0.227709817,0.417475766,0.995593876,,
CHEMBL364360,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1ccc(C(F)(F)F)cc1)OCO3,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.7354,FALSE,0,0.1429,0.3963,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; 10-Hydroxycamptothecin; SN-38; Topotecan; Exatecan,0.735; 0.724; 0.717; 0.681; 0.678,12:43.2,TRUE,0.604763424,0.422114639,0.469054921,0.999254462,,
CHEMBL181547,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C1CCCC1)OCO3,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.7613,FALSE,0,0.1429,0.4092,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; 10-Hydroxycamptothecin; Belotecan; Exatecan,0.761; 0.759; 0.746; 0.732; 0.712,12:01.5,TRUE,0.534234697,0.283176168,0.340548053,0.999717757,,
ZINC66113504,CCc1c2c(nc3ccccc13)-c1c(N)c3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,ZINC12,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.7614,TRUE,1,0.1429,0.7093,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Belotecan; Camptothecin; 10-Hydroxycamptothecin; Topotecan,0.761; 0.745; 0.718; 0.681; 0.664,26:05.2,TRUE,0.505270804,0.277173583,0.367756621,0.99942182,,
CHEMBL322811,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCc1c(F)c(F)c(F)c(F)c1F,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.7479,FALSE,0,0.1429,0.4025,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; SN-38; Belotecan; 10-Hydroxycamptothecin; Exatecan,0.748; 0.735; 0.729; 0.712; 0.693,13:29.6,TRUE,0.510374894,0.41060961,0.407233933,0.978652009,,
CHEMBL1199944,CCc1c2c(nc3ccc(OCCC[n+]4cccc(F)c4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.7735,FALSE,0,0.1429,0.4153,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Belotecan; Camptothecin; 10-Hydroxycamptothecin; Exatecan,0.774; 0.719; 0.707; 0.697; 0.697,22:46.9,TRUE,0.518356421,0.321033114,0.358918753,0.999760532,,
CHEMBL411639,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(C)c(C)cc1c2C[n+]1ccccc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6869,FALSE,0,0.1429,0.372,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; Belotecan; 10-Hydroxycamptothecin; Topotecan,0.687; 0.672; 0.664; 0.649; 0.643,09:56.1,TRUE,0.519995884,0.190140455,0.385396711,0.996750614,,
CHEMBL401634,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(Cl)c(Cl)cc1c2C[n+]1ccccc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.668,FALSE,0,0.1429,0.3626,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; Belotecan; 10-Hydroxycamptothecin; Exatecan,0.668; 0.653; 0.642; 0.631; 0.626,09:14.5,TRUE,0.588220017,0.281675958,0.440620087,0.995179236,,
CHEMBL360812,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1ccc(F)cc1)OCO3,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.752,FALSE,0,0.1429,0.4046,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; 10-Hydroxycamptothecin; SN-38; Exatecan; Topotecan,0.752; 0.740; 0.727; 0.706; 0.694,13:24.7,TRUE,0.539412743,0.26939182,0.300871665,0.999145699,,
CHEMBL460674,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCN(c1ccccc1Cl)C4,ChEMBL,Topoisomerase I,Camptothecin,Camptothecin,15,No,High,0.7716,FALSE,0,0.1429,0.4144,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Camptothecin; 10-Hydroxycamptothecin; Topotecan; SN-38; Belotecan,0.772; 0.747; 0.736; 0.709; 0.681,10:39.5,TRUE,0.501088251,0.252411512,0.357746971,0.998892227,,
CHEMBL1688856,CCc1c2c(nc3ccccc13)-c1c([N+](=O)[O-])c3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.7215,TRUE,1,0.1429,0.6893,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Belotecan; Camptothecin; 10-Hydroxycamptothecin; Topotecan,0.722; 0.699; 0.686; 0.646; 0.634,14:06.1,TRUE,0.502608579,0.277235469,0.244004029,0.998292077,,
CHEMBL1782774,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C(=O)c1ccc(F)cc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6603,FALSE,0,0.1429,0.3587,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; 10-Hydroxycamptothecin; Exatecan; Topotecan,0.660; 0.641; 0.637; 0.625; 0.625,09:14.5,TRUE,0.538831941,0.140103519,0.432620955,0.9979958,,
CHEMBL111658,CCC(C)CNCCc1c2c(nc3cc4c(cc13)OCO4)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,ChEMBL,Topoisomerase I,Camptothecin,Belotecan,17,No,High,0.8053,FALSE,0,0.1429,0.4312,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Belotecan; SN-38; Camptothecin; 10-Hydroxycamptothecin; Topotecan,0.805; 0.749; 0.702; 0.697; 0.696,09:56.1,TRUE,0.530059939,0.186300428,0.467364943,0.999756867,,
CHEMBL355582,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCN1CCCC1,ChEMBL,Topoisomerase I,Camptothecin,Belotecan,17,No,High,0.8424,FALSE,0,0.1429,0.4498,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Belotecan; SN-38; Camptothecin; 10-Hydroxycamptothecin; Topotecan,0.842; 0.811; 0.801; 0.759; 0.742,09:14.5,TRUE,0.564239177,0.208791167,0.38900551,0.998358384,,
CHEMBL271716,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(Cl)c(F)cc1c2C[n+]1ccccc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6589,FALSE,0,0.1429,0.358,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; Exatecan; Belotecan; 10-Hydroxycamptothecin,0.659; 0.644; 0.639; 0.634; 0.623,14:06.1,TRUE,0.574500732,0.250735852,0.454845154,0.996962085,,
CHEMBL1171335,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(C(F)(F)F)cc1c2C(F)(F)F,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6909,FALSE,0,0.1429,0.374,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; 10-Hydroxycamptothecin; Belotecan; Topotecan,0.691; 0.682; 0.673; 0.654; 0.646,09:14.5,TRUE,0.615180132,0.359801575,0.452528383,0.996865135,,
CHEMBL1182616,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(Cl)cc1c2C[n+]1ccccc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6788,FALSE,0,0.1429,0.368,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; Belotecan; 10-Hydroxycamptothecin; Topotecan,0.679; 0.658; 0.648; 0.641; 0.627,14:47.9,TRUE,0.525752566,0.196442749,0.39799839,0.997500765,,
CHEMBL1782777,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(OC)cc1c2C(=O)c1ccc(OC)cc1,ChEMBL,Topoisomerase I,Camptothecin,SN-38,11,Yes,High,0.6845,FALSE,0,0.1429,0.3708,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,SN-38; Camptothecin; 10-Hydroxycamptothecin; Belotecan; Topotecan,0.684; 0.660; 0.655; 0.650; 0.646,09:14.5,TRUE,0.524741555,0.113356938,0.409856129,0.996574733,,
CHEMBL419007,CCNCCc1c2c(nc3cc4c(cc13)OCCO4)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,ChEMBL,Topoisomerase I,Camptothecin,Belotecan,17,No,High,0.8219,FALSE,0,0.1429,0.4395,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Belotecan; SN-38; Camptothecin; 10-Hydroxycamptothecin; Topotecan,0.822; 0.780; 0.726; 0.720; 0.708,13:24.7,TRUE,0.519880465,0.144219858,0.39277494,0.999507502,,
